71 59
74 66
68 67
70 71
73 73
73 85
70 93
71 95
59 66
60 68
39 57
31 64
32 73
35 80
25 85
33 97
16 84
8 84
0 91
15 65
19 71
9 60
26 49
42 28
53 19
55 28
50 37
56 46
75 34
73 35
87 39
96 43
99 35
96 20
94 19
73 10
72 10
73 20
56 2
52 6
43 7
38 5
33 1
23 1
18 4
14 2
17 17
32 19
2 18
94 53
71 59
